ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
2890	10	35	4	8	8	8	4	
2891	21	35	61	52	9	5	4	
2892	21	22	27	6	5	5	4	
2894	6	29	15	16	11	8	44	
2895	21	35	27	6	11	5	4	
2896	80	4	57	18	8	8	8	
2897	20	45	41	43	7	32	1	
2898	277	11	33	33	24	8	2	
2900	4	40	2	25	5	5	29	
2901	18	22	17	6	27	5	4	
2902	103	12	75	141	27	5	4	
2903	6	26	4	10	7	8	19	
2904	18	35	17	6	5	5	4	
2905	92	35	87	96	70	58	4	
2907	4	11	2	25	5	5	6	
2908	53	26	47	13	36	28	19	
2909	6	6	5	1	20	251	7	
2910	92	6	87	96	70	58	7	
2911	92	6	4	8	12	8	7	
2912	21	11	27	6	5	5	2	
2913	6	7	5	1	179	18	2	
2914	34	36	207	87	67	16	4	
2915	6	19	3	18	4	8	156	
2916	85	22	20	6	5	5	4	
2917	45	36	36	133	150	99	32	
2918	277	6	33	33	24	8	7	
2919	92	7	4	8	12	8	2	
2920	6	11	5	1	20	251	2	
2922	20	45	41	43	7	32	2	
2923	10	27	125	18	12	18	2	
2924	6	4	5	12	11	8	6	
2925	176	11	4	10	70	8	6	
2926	6	11	4	199	7	8	2	
2927	6	279	12	1	263	12	7	
2928	297	7	5	8	8	35	2	
2929	6	11	5	8	7	109	2	
2930	6	408	5	1	179	18	2	
2931	6	19	12	16	24	8	14	
2932	62	100	47	1	5	28	4	
2933	6	4	47	1	20	28	7	
2935	299	11	4	8	8	8	2	
2936	10	11	4	8	8	2	2	
2937	58	53	1	58	24	1	42	
2938	6	7	291	1	8	8	2	
2939	10	11	4	1	250	8	2	
2940	6	4	12	1	20	25	7	
2941	38	39	30	13	17	12	28	
2942	19	23	51	24	251	2	16	
2943	10	384	292	1	8	8	2	
2944	285	224	52	320	252	17	221	
2945	83	23	225	321	159	25	222	
2946	286	385	221	322	159	2	157	
2947	10	11	4	323	8	8	2	
2948	288	11	1	8	7	8	2	
2949	6	95	22	18	11	122	2	
2950	289	11	5	1	8	8	6	
2951	290	387	55	324	35	40	223	
2952	100	23	68	45	7	3	7	
2953	1	388	44	9	11	35	7	
2954	83	331	32	246	1	1	2	
2955	1	4	44	9	11	18	7	
2957	276	410	301	206	150	254	130	
2958	6	95	3	26	11	255	14	
2959	296	35	61	52	5	5	4	
2961	40	363	302	97	17	94	6	
2962	8	7	1	341	8	8	6	
2963	64	11	5	8	265	8	2	
2964	35	411	234	342	5	5	95	
2965	43	41	15	18	264	7	6	
2966	12	12	8	12	15	256	2	
2967	6	7	4	8	8	257	2	
2968	10	11	4	343	8	8	7	
2970	214	29	5	18	9	47	14	
2971	6	93	71	12	15	2	17	
2972	9	6	15	131	24	7	72	
2973	6	95	158	56	11	8	41	
2974	20	45	41	13	5	32	2	
2975	20	45	86	43	5	32	2	
2976	6	4	33	13	11	8	6	
2977	20	45	41	43	5	32	231	
2978	111	11	5	1	7	8	2	
2979	76	96	12	339	20	211	2	
2980	179	96	22	8	8	8	10	
2981	76	82	12	89	17	1	10	
2982	56	4	116	316	20	12	173	
2983	6	4	12	316	20	12	7	
2984	232	11	4	323	20	8	2	
2986	179	11	22	1	20	89	205	
2987	10	11	230	238	8	8	173	
2988	6	7	5	238	8	18	2	
2989	200	11	4	278	12	8	2	
2990	232	7	4	278	8	8	2	
2991	232	11	4	278	8	8	2	
2992	6	282	230	238	8	8	173	
2993	232	11	4	278	8	250	2	
2994	10	11	4	278	8	251	2	
2995	272	282	230	238	8	1	173	
2996	179	282	4	238	8	8	144	
2997	23	282	230	274	8	8	173	
2998	232	11	278	55	8	8	49	
2999	20	45	41	43	5	32	221	
3000	57	336	230	43	7	8	2	
3001	20	4	230	83	8	8	6	
3002	20	45	230	8	8	8	6	
3003	6	45	230	8	8	8	6	
3004	10	11	4	8	8	8	170	
3005	34	36	39	87	67	16	39	
3006	10	11	4	8	92	8	2	
3007	232	282	230	8	8	8	2	
3008	84	4	5	8	8	8	6	
3009	6	11	4	1	8	8	144	
3010	232	11	4	8	92	8	2	
3011	10	7	4	8	12	258	2	
3012	9	23	303	18	11	8	6	
3013	80	412	6	285	96	2	2	
3014	303	41	1	8	8	8	6	
3015	10	11	4	8	266	13	2	
3016	6	4	12	16	9	259	7	
3017	6	4	304	16	24	8	14	
3018	12	58	54	344	1	2	47	
3019	1	100	4	8	12	8	6	
3020	10	11	4	12	8	8	6	
3021	8	7	4	8	8	18	233	
3022	6	4	3	1	9	62	44	
3023	34	36	282	25	28	16	4	
3024	43	41	15	311	11	7	6	
3026	87	416	280	286	80	2	2	
3027	53	40	47	349	36	28	29	
3028	10	11	4	8	8	13	19	
3029	10	11	15	8	8	5	2	
3030	6	6	32	16	11	8	7	
3031	6	6	4	10	7	8	6	
3032	54	22	211	342	40	16	4	
3033	13	96	19	36	17	11	25	
3035	10	11	4	350	8	8	7	
3036	207	297	260	254	1	261	2	
3037	10	11	4	351	8	8	2	
3040	4	26	2	18	5	5	6	
3041	9	23	64	25	11	8	6	
3042	308	54	55	352	35	263	234	
3043	34	36	39	87	67	13	4	
3044	10	11	5	91	8	7	2	
3045	34	36	28	353	28	16	4	
3046	10	11	4	353	8	264	2	
3047	10	7	4	8	12	265	2	
3048	6	29	32	16	11	266	44	
3049	308	54	55	214	35	40	38	
3050	6	417	4	16	24	8	14	
3051	225	274	307	248	24	2	64	
3052	4	26	2	25	5	267	19	
3053	76	14	10	15	267	268	2	
3054	6	4	33	26	11	8	2	
3055	68	418	308	25	166	16	19	
3056	62	418	308	25	166	16	19	
3057	290	54	55	324	35	40	223	
3058	308	54	55	324	35	40	38	
3059	6	4	12	1	20	18	29	
3060	43	41	15	18	11	7	19	
3061	101	88	262	281	59	215	4	
3064	12	12	8	12	15	270	2	
3065	232	11	4	1	8	8	2	
3066	6	4	5	1	7	8	14	
3067	18	22	20	8	5	5	4	
3068	40	147	19	22	17	10	2	
3069	109	65	5	138	9	13	14	
3070	10	373	13	10	12	8	49	
3071	40	21	19	22	17	14	15	
3072	40	14	19	22	17	14	203	
3074	80	420	4	12	71	271	6	
3075	10	23	109	8	270	8	2	
3076	6	29	14	18	9	26	14	
3077	85	88	78	354	271	58	62	
3078	56	4	33	16	11	8	6	
3079	123	11	4	8	8	8	2	
3080	207	421	260	254	1	261	2	
3081	6	23	81	85	11	8	6	
3082	6	23	81	18	12	8	6	
3083	6	4	15	18	24	26	2	
3084	6	4	159	44	112	40	17	
3085	120	54	46	48	35	1	38	
3087	4	23	39	25	5	31	19	
3088	222	11	4	8	8	8	17	
3089	6	4	70	18	135	7	6	
3090	6	4	15	88	11	8	14	
3091	6	4	15	1	20	13	7	
3092	9	23	81	39	11	8	2	
3093	9	88	97	96	26	79	2	
3094	101	4	4	16	24	8	14	
3095	9	6	5	10	20	23	6	
3096	6	4	22	18	12	8	7	
3097	154	187	22	52	130	129	99	
3098	10	11	4	8	24	8	2	
3099	92	4	87	108	26	58	2	
3100	13	195	13	13	23	25	30	
3101	6	279	12	1	273	12	7	
3103	277	8	3	16	9	18	6	
3104	113	4	4	83	8	8	6	
3105	9	23	204	131	24	8	7	
3106	6	23	14	16	24	8	14	
3107	10	11	5	8	7	219	2	
3108	10	5	4	8	8	8	2	
3109	6	35	27	6	5	5	4	
3110	92	6	5	16	11	8	7	
3111	41	11	27	12	8	8	2	
3112	6	11	5	54	1	2	47	
3113	6	58	4	54	1	2	47	
3114	6	58	2	18	11	8	6	
3115	6	8	4	16	9	18	6	
3116	277	8	14	16	9	18	6	
3117	24	11	5	8	8	8	2	
3118	41	6	54	16	11	8	7	
3119	6	6	54	18	8	8	2	
3120	261	11	33	63	5	5	4	
3121	10	160	3	8	8	7	2	
3122	10	27	3	12	8	8	2	
3123	6	11	3	16	8	8	14	
3124	10	4	4	8	8	7	2	
3125	10	27	4	8	8	7	2	
3126	10	27	4	12	8	8	2	
3127	6	11	4	12	8	8	2	
3128	41	58	54	54	1	2	47	
3129	41	6	204	131	24	8	7	
3130	53	6	204	131	24	8	7	
3131	53	5	4	8	8	8	2	
3132	10	58	54	54	1	2	47	
3133	10	4	14	16	24	8	14	
3134	10	6	5	16	11	8	7	
3135	10	8	3	16	9	18	6	
3136	9	40	47	13	36	28	29	
3137	41	11	4	12	8	8	2	
3138	277	11	4	12	8	8	2	
3139	41	6	5	16	24	8	7	
3140	6	4	14	16	11	8	14	
3141	41	277	5	16	11	8	7	
3142	41	11	4	223	8	78	2	
3143	9	11	4	12	8	8	2	
3144	53	11	4	8	8	8	2	
3145	53	11	47	13	8	28	29	
3146	10	40	4	12	36	8	2	
3147	277	8	3	16	9	18	2	
3149	10	11	310	8	7	18	6	
3150	21	11	311	6	5	5	4	
3151	1	107	7	355	7	3	7	
3152	6	23	311	18	11	8	6	
3153	10	11	4	356	8	8	2	
3157	35	37	29	25	4	12	73	
3158	6	4	306	1	20	12	7	
3159	1	11	44	9	11	35	7	
3160	41	6	5	10	9	8	6	
3161	87	187	22	52	130	129	4	
3162	6	187	4	87	67	16	4	
3164	40	253	87	14	17	94	10	
3165	10	11	4	347	8	8	2	
3166	10	11	57	346	7	18	6	
3167	304	23	4	18	7	8	6	
3168	1	23	7	11	7	3	7	
3169	6	413	14	1	20	62	7	
3171	10	11	4	8	8	35	2	
3172	14	14	10	14	272	92	10	
3173	14	4	87	96	70	58	2	
3174	157	19	33	26	11	8	6	
3175	35	37	29	25	4	5	19	
3176	85	88	78	29	59	58	73	
3177	92	4	87	96	70	5	2	
3178	20	45	41	43	5	58	2	
3179	10	11	27	1	8	8	2	
3180	14	14	47	200	17	7	10	
3181	21	35	4	6	5	5	4	
3182	10	11	41	10	7	8	2	
3183	4	26	3	25	5	5	19	
3184	40	43	4	36	30	44	25	
3185	92	40	47	13	36	28	29	
3186	85	430	78	295	59	58	62	
3187	43	41	316	90	11	8	6	
3188	6	23	33	1	7	8	156	
3189	52	403	76	324	35	40	234	
3190	6	69	12	18	9	8	7	
3191	201	326	12	1	20	13	7	
3192	201	326	12	1	20	12	126	
3193	201	326	21	1	20	12	7	
3194	201	326	12	1	20	12	7	
3195	201	279	12	1	20	12	7	
3196	201	285	32	26	9	8	2	
3197	232	296	5	36	7	170	2	
3198	232	297	57	8	7	8	6	
3199	180	288	47	13	36	68	29	
3200	40	43	9	36	30	44	25	
3201	37	38	4	37	17	11	26	
3202	6	11	5	348	278	8	2	
3203	6	11	4	8	276	8	2	
3204	6	4	14	16	36	5	14	
3205	274	7	1	1	8	8	6	
3206	154	187	22	52	70	129	4	
3207	13	14	19	36	23	11	237	
3208	126	160	131	170	5	5	99	
3209	312	11	4	1	8	3	2	
3210	35	37	29	13	4	5	73	
3211	10	11	4	358	8	178	2	
3212	36	44	10	359	17	10	25	
3213	53	40	47	29	36	28	29	
3214	85	88	78	108	59	58	62	
3215	101	88	97	170	26	79	2	
3216	83	23	155	43	133	1	2	
3217	20	45	41	6	5	50	46	
3218	164	210	174	31	5	16	4	
3219	62	100	17	25	5	5	4	
3220	4	26	2	96	5	5	19	
3221	6	4	12	1	20	5	7	
3222	92	4	87	96	70	58	94	
3223	10	40	47	13	36	28	29	
3224	10	11	4	8	42	13	73	
3225	13	43	19	15	17	14	238	
3226	203	434	39	212	240	232	239	
3227	316	200	317	98	256	149	103	
3228	251	88	318	29	279	127	11	
3229	76	435	10	360	30	14	25	
3230	51	48	220	266	34	42	37	
3231	10	11	125	12	12	18	2	
3232	6	4	3	1	11	8	6	
3233	87	193	176	12	1	2	2	
3234	6	19	270	26	11	8	7	
3235	10	11	4	8	8	86	2	
3236	6	4	3	88	11	8	14	
3237	13	39	50	13	17	37	25	
3238	13	14	19	36	9	11	10	
3239	37	38	19	32	17	7	25	
3240	1	90	7	12	27	162	2	
3241	10	43	9	36	8	44	25	
3242	17	4	12	1	20	12	7	
3243	20	40	47	13	36	28	29	
3244	6	88	4	8	8	6	2	
3245	6	4	33	16	11	1	6	
3246	35	22	58	6	5	5	4	
3247	34	218	17	49	37	5	182	
3248	6	65	32	26	9	8	19	
3249	6	4	313	1	20	18	7	
3250	34	218	17	49	37	5	91	
3251	203	132	52	167	5	16	19	
3252	36	363	9	13	16	11	123	
3253	203	132	52	212	5	16	19	
3254	6	260	225	291	80	1	91	
3255	56	260	225	291	80	1	91	
3256	157	65	32	26	9	8	2	
3257	6	6	3	26	9	109	2	
3258	20	45	41	43	5	273	2	
3259	83	45	164	181	80	1	42	
3261	18	45	17	6	5	5	4	
3262	92	45	87	96	70	58	2	
3263	56	4	12	1	23	18	7	
3264	10	404	4	8	8	13	73	
3265	6	279	12	1	20	18	7	
3266	6	4	4	1	24	13	14	
3267	31	276	83	140	1	5	2	
3268	4	26	2	363	5	5	19	
3269	6	438	5	1	8	16	2	
3270	6	11	4	8	8	8	6	
3271	224	11	4	12	8	8	86	
3273	10	7	285	8	12	35	2	
3274	10	11	125	8	7	8	2	
3275	56	63	33	18	99	8	6	
3276	13	437	13	362	17	14	15	
3277	10	11	315	347	8	238	2	
3278	6	23	12	16	9	8	7	
3279	6	95	3	18	24	7	14	
3280	6	31	5	28	1	182	2	
3281	10	11	4	361	8	8	2	
3282	6	196	4	30	8	18	2	
3283	36	24	9	37	17	11	26	
3284	99	6	162	33	24	8	7	
3285	6	6	15	10	20	23	6	
3286	4	99	5	91	8	7	2	
3287	6	7	5	1	8	184	2	
3288	6	7	5	1	8	8	2	
3290	36	442	9	13	16	11	240	
3291	13	40	320	13	23	28	30	
3292	36	24	47	13	17	11	25	
3293	29	443	8	12	15	2	2	
3294	6	4	12	366	9	7	12	
3295	16	4	325	16	9	7	7	
3296	163	394	85	189	280	275	225	
3298	112	11	4	8	8	8	86	
3299	6	4	14	29	24	8	2	
3300	4	431	2	25	5	5	19	
3301	27	4	78	29	7	158	7	
3302	6	4	4	16	5	8	104	
3303	13	21	13	22	18	14	25	
3304	13	108	10	14	30	272	10	
3305	13	39	19	13	23	28	109	
3306	13	39	19	37	17	25	10	
3307	13	43	10	13	16	10	25	
3308	36	44	10	13	30	10	25	
3309	6	11	95	104	266	8	2	
3310	6	4	14	1	8	62	7	
3311	56	260	225	291	80	1	204	
3312	88	103	19	365	23	44	26	
3313	8	6	1	8	8	8	6	
3315	10	11	4	8	8	8	44	
3316	6	6	324	26	7	274	14	
3317	6	7	57	1	8	8	243	
3318	10	99	5	364	8	8	2	
3320	6	4	3	18	11	8	236	
3321	9	6	312	131	24	8	7	
3322	9	11	33	131	24	8	7	
3323	9	19	5	18	11	1	14	
3324	136	27	4	8	8	18	2	
3325	9	6	33	357	24	8	7	
3326	87	4	231	285	1	187	138	
3327	6	4	3	18	1	8	2	
3328	313	4	14	1	20	62	7	
3329	6	40	47	13	36	28	29	
3330	9	11	4	131	24	8	2	
3331	6	11	4	1	8	8	2	
3332	6	175	33	131	24	8	7	
3333	6	11	4	10	8	8	6	
3334	314	11	4	8	8	8	194	
3335	6	11	313	8	8	8	2	
3336	10	175	33	131	24	8	7	
3337	10	11	315	8	8	8	2	
3338	64	11	4	12	8	8	2	
3339	10	11	4	358	274	8	42	
3340	46	428	314	29	275	1	196	
3341	4	26	4	10	7	8	6	
3342	92	4	4	10	7	8	6	
3343	35	37	4	10	7	8	6	
3345	64	7	1	369	8	8	6	
3346	20	45	207	370	17	50	4	
3347	51	48	45	47	34	277	37	
3348	51	48	45	266	284	279	37	
3350	323	11	4	8	8	8	2	
3351	10	11	4	8	283	8	2	
3352	13	13	9	371	16	10	9	
3353	99	446	33	33	24	8	7	
3354	38	39	10	372	17	11	244	
3355	27	447	167	29	7	146	7	
3356	96	448	13	100	23	28	66	
3357	6	4	12	138	285	13	7	
3358	242	313	329	269	216	17	204	
3359	6	4	12	1	288	12	245	
3360	9	449	5	18	11	122	14	
3361	36	450	9	13	17	11	25	
3362	10	11	330	8	8	8	2	
3363	49	4	44	368	11	8	7	
3365	87	19	32	1	9	8	6	
3366	76	43	19	13	20	44	25	
3367	13	96	10	13	16	82	25	
3368	92	4	87	96	91	58	2	
3369	83	136	110	197	80	1	2	
3370	21	35	27	197	5	8	4	
3371	13	147	19	13	17	10	2	
3372	64	11	5	8	7	8	41	
3373	43	35	15	18	11	7	6	
3374	21	41	27	6	5	5	4	
3375	6	6	15	16	11	26	2	
3376	101	88	97	25	26	79	2	
3377	6	6	3	225	9	73	7	
3378	85	88	78	29	55	50	62	
3379	92	4	87	96	70	85	91	
3380	58	53	53	58	1	1	42	
3381	6	445	326	12	282	178	247	
3383	37	38	19	37	17	11	29	
3384	92	4	87	96	70	58	19	
3385	35	37	29	25	4	5	4	
3386	37	38	19	37	17	11	19	
3387	85	88	78	29	59	48	10	
3388	14	14	10	200	17	7	62	
3389	21	35	27	6	5	5	2	
3390	21	35	27	6	5	5	73	
3391	6	4	33	1	20	12	73	
3392	4	26	2	25	5	5	26	
3393	53	40	47	13	103	28	26	
3394	232	7	1	1	8	8	6	
3395	53	40	47	13	36	28	1	
3396	64	11	4	8	8	237	2	
3397	51	48	220	47	34	42	37	
3398	64	11	57	1	7	18	6	
3399	92	4	87	96	70	58	29	
3400	6	6	14	21	9	7	249	
3402	8	4	4	8	8	18	6	
3403	43	41	15	90	11	1	6	
3404	6	11	5	8	7	1	2	
3405	325	65	5	1	9	8	6	
3406	6	8	5	1	22	8	7	
3407	13	40	13	13	24	25	66	
3408	13	39	19	22	17	14	15	
3411	9	6	10	131	24	8	7	
3412	9	11	33	18	11	8	6	
3413	9	440	64	18	11	8	6	
3414	41	6	14	16	11	8	7	
3415	9	440	33	18	11	8	219	
3416	6	436	4	138	22	8	7	
3417	6	4	319	1	22	8	7	
3418	6	4	4	1	281	8	7	
3419	6	4	4	367	22	8	7	
3420	314	4	4	1	22	8	7	
3422	6	31	5	378	1	1	2	
3423	53	40	47	13	5	28	4	
3424	76	43	19	37	17	10	96	
3425	53	40	47	13	36	12	29	
3426	13	13	9	13	16	28	9	
3427	21	35	27	6	5	7	4	
3428	9	6	15	56	11	11	6	
3429	4	26	2	25	5	28	19	
3430	14	14	10	200	17	5	10	
3431	43	41	15	21	11	7	6	
3432	37	38	47	37	17	11	26	
3433	14	14	10	14	17	5	74	
3434	4	26	2	25	5	42	19	
3435	177	24	9	13	17	28	25	
3436	18	106	17	6	5	12	4	
3437	36	35	27	6	5	5	4	
3438	4	24	9	13	17	5	25	
3439	36	24	9	37	17	11	25	
3440	4	26	2	25	5	11	19	
3441	53	32	24	29	26	19	22	
3442	13	14	19	36	23	19	10	
3443	13	40	47	13	36	11	29	
3444	76	24	9	13	17	28	25	
3445	76	43	30	37	17	11	96	
3446	36	24	9	13	17	10	25	
3447	9	65	5	1	9	28	6	
3448	13	14	19	36	23	13	10	
3449	27	32	24	29	26	11	22	
3450	53	40	47	13	36	19	29	
3451	13	14	19	36	23	11	74	
3452	37	43	19	37	17	25	25	
3453	21	40	19	13	36	28	30	
3454	13	11	4	8	8	8	2	
3455	13	35	27	6	5	5	4	
3456	10	24	9	13	17	11	25	
3457	21	24	9	13	17	8	25	
3458	36	4	12	1	20	18	7	
3459	36	14	10	14	17	7	74	
3460	14	40	47	13	36	28	29	
3461	36	38	19	37	17	8	26	
3462	53	43	9	36	30	44	25	
3463	37	6	33	33	24	8	7	
3464	99	11	4	8	36	8	2	
3465	36	14	19	36	23	11	10	
3466	10	43	19	13	17	44	25	
3467	36	7	57	1	8	8	2	
3468	21	37	29	25	4	5	73	
3469	35	36	264	87	67	16	4	
3470	34	40	47	13	36	28	29	
3471	53	35	27	6	5	5	4	
3472	6	26	2	25	5	5	19	
3473	21	103	19	36	23	44	26	
3474	14	103	19	36	23	25	26	
3475	306	40	47	13	36	28	29	
3476	10	11	4	8	291	8	2	
3477	13	14	19	136	23	11	10	
3478	10	11	4	373	8	8	2	
3479	35	451	29	25	4	8	73	
3480	35	37	29	9	4	8	73	
3481	8	99	5	91	8	7	2	
3482	6	7	1	8	8	13	6	
3483	53	40	47	13	17	28	29	
3484	10	11	4	1	179	8	2	
3485	9	175	33	131	24	8	2	
3486	101	4	12	1	20	18	7	
3487	21	88	262	281	59	215	196	
3488	277	35	27	6	5	5	4	
3489	136	7	4	8	8	8	2	
3490	8	7	5	220	248	79	2	
3491	6	4	14	16	24	79	14	
3492	101	88	97	108	26	8	2	
3493	35	37	281	25	4	5	142	
3494	6	6	15	56	11	8	6	
3496	35	37	29	382	4	8	73	
3497	6	4	12	1	131	13	7	
3498	6	11	4	10	290	8	6	
3499	43	4	12	1	20	12	7	
3500	40	40	19	13	36	28	30	
3501	6	95	15	18	11	8	6	
3502	232	27	5	10	12	8	2	
3503	6	126	33	16	11	8	6	
3504	23	11	95	104	8	7	6	
3505	6	6	27	6	5	5	4	
3506	12	12	8	380	15	2	2	
3507	327	52	19	37	16	289	25	
3508	15	460	190	13	296	30	96	
3509	35	22	52	27	5	2	218	
3510	40	40	13	13	23	25	66	
3511	35	37	29	25	4	35	73	
3512	21	35	4	10	7	8	6	
3513	56	4	4	10	7	8	6	
3514	10	11	4	10	7	8	6	
3515	53	40	4	10	7	8	6	
3517	14	14	4	10	7	8	6	
3518	43	40	4	18	7	8	6	
3519	6	8	32	159	9	23	7	
3520	9	4	22	1	24	13	156	
3521	35	26	250	232	130	138	4	
3522	127	291	60	264	166	5	99	
3523	112	11	5	12	294	8	86	
3524	12	23	155	12	15	1	17	
3525	10	11	5	1	7	8	2	
3526	43	41	15	12	11	7	6	
3527	10	27	4	1	8	8	164	
3528	6	4	15	8	9	26	7	
3529	10	11	4	18	8	8	2	
3530	6	4	313	10	20	18	7	
3531	10	11	4	8	8	8	253	
3532	10	4	4	12	8	8	2	
3534	35	153	22	49	37	41	191	
3535	10	423	4	8	8	8	2	
3536	57	458	1	109	7	8	6	
3537	10	457	5	10	12	1	2	
3538	64	35	188	83	161	8	6	
3539	6	11	5	26	20	8	14	
3540	53	218	47	13	36	28	29	
3541	277	8	3	16	9	8	6	
3542	289	4	5	1	8	8	6	
3543	23	40	41	27	37	16	19	
3544	9	11	4	8	8	8	2	
3545	10	11	4	8	8	8	254	
3546	10	11	57	8	8	8	20	
3547	10	6	33	131	24	8	7	
3548	83	90	74	385	159	2	64	
3549	214	30	5	16	9	8	7	
3550	9	23	339	18	9	8	6	
3551	6	4	12	17	20	18	7	
3552	112	459	5	12	8	8	86	
3553	10	11	304	8	8	8	2	
3554	92	4	87	96	70	58	128	
3555	101	88	97	108	26	79	19	
3556	6	4	33	16	11	8	156	
3557	21	35	27	322	5	8	4	
3558	6	6	32	26	9	8	2	
3559	9	19	32	1	11	8	6	
3560	21	35	61	387	5	5	4	
3561	6	4	33	1	11	8	6	
3562	20	45	41	43	297	32	2	
3563	53	40	341	13	36	28	29	
3564	6	4	12	1	20	290	7	
3565	53	40	47	13	36	28	255	
3566	329	13	9	13	16	10	9	
3567	6	4	12	388	20	12	7	
3568	175	410	184	206	150	147	130	
3570	6	4	12	1	9	281	7	
3572	10	11	4	8	8	8	246	
3573	54	66	17	27	286	4	4	
3574	6	41	33	16	9	8	6	
3575	6	6	33	16	7	23	7	
3576	6	29	32	16	9	8	2	
3577	83	34	342	286	112	1	17	
3578	83	192	343	12	159	153	157	
3579	6	4	345	18	7	7	6	
3580	6	65	344	1	11	13	6	
3581	9	65	346	1	9	5	6	
3582	231	4	347	11	1	16	7	
3583	6	4	324	1	20	12	7	
3585	330	51	22	6	130	5	181	
3586	64	461	5	83	8	8	256	
3587	80	12	54	10	1	35	257	
3588	6	65	6	140	196	291	165	
3589	6	462	348	9	9	292	7	
3590	12	186	136	168	126	1	258	
3591	80	463	6	194	24	5	17	
3592	80	463	6	194	24	2	17	
3593	6	4	12	1	20	293	7	
3594	9	23	5	1	9	8	6	
3595	112	11	5	12	8	88	86	
3596	10	11	4	8	298	8	2	
3598	6	4	4	8	8	13	2	
3599	10	11	4	16	24	8	14	
3600	6	19	4	16	9	8	7	
3601	76	39	10	13	17	25	28	
3602	6	6	32	136	11	7	6	
3603	225	445	221	54	159	33	2	
3604	137	19	15	1	7	193	7	
3605	53	86	22	13	8	8	29	
3606	6	29	5	18	11	12	2	
3607	6	95	32	18	9	7	14	
3608	10	7	4	8	12	295	2	
3609	10	11	4	8	8	8	260	
3610	10	373	5	8	8	7	2	
3611	21	467	27	6	5	5	4	
3612	83	306	245	8	42	1	2	
3613	51	468	220	266	235	42	37	
3614	54	160	83	6	37	16	4	
3616	13	21	210	391	17	36	15	
3617	13	39	9	392	16	10	261	
3618	13	43	9	36	30	296	25	
3619	333	39	19	37	16	14	9	
3621	207	389	260	393	301	297	2	
3622	13	469	10	394	17	298	264	
3623	6	83	7	13	51	2	60	
3624	6	65	225	8	9	1	165	
3625	6	4	14	395	20	62	7	
3626	4	52	10	14	17	25	17	
3627	13	26	39	25	5	31	19	
3628	10	11	351	8	8	8	2	
3629	6	7	57	396	8	8	2	
3630	6	11	5	1	7	8	6	
3631	6	11	5	348	7	8	6	
3632	55	38	19	37	17	11	265	
3633	6	470	7	140	1	175	2	
3634	6	11	5	348	7	8	267	
3637	46	442	314	29	275	1	196	
3638	13	43	49	119	16	64	25	
3639	122	35	157	342	5	16	4	
3640	6	23	3	16	9	8	6	
3641	35	439	131	49	5	16	4	
3642	10	27	5	10	12	8	6	
3644	13	24	9	36	1	11	10	
3645	13	24	9	36	16	1	25	
3646	13	24	9	36	23	11	10	
3647	13	43	10	13	30	14	9	
3648	36	24	84	13	17	30	25	
3649	88	24	49	16	17	11	91	
3650	76	13	190	16	17	30	25	
3652	10	471	4	140	12	8	2	
3653	274	65	1	229	8	8	6	
3654	8	3	174	6	45	5	191	
3655	22	95	33	18	9	8	14	
3656	10	11	125	38	8	250	86	
3657	10	27	5	10	12	250	9	
3658	10	11	4	8	8	60	2	
3659	10	11	4	343	58	211	2	
3660	8	7	1	8	8	250	2	
3661	10	11	4	8	8	250	2	
3662	109	65	5	10	8	13	14	
3663	35	218	2	397	5	5	19	
3664	37	38	29	37	17	11	26	
3665	92	4	87	96	70	58	9	
3666	4	26	322	312	5	8	19	
3667	56	23	3	16	9	8	6	
3668	6	19	32	26	11	8	2	
3669	36	24	9	13	13	17	25	
3670	6	4	4	16	24	2	14	
3671	13	96	49	13	2	11	36	
3672	76	13	190	13	17	30	25	
3673	334	40	47	13	36	28	28	
3674	6	4	3	18	7	7	14	
3675	6	4	5	16	195	8	6	
3676	6	4	32	16	9	7	6	
3677	6	19	32	26	11	44	2	
3678	225	4	33	18	9	8	14	
3679	14	14	4	14	200	7	10	
3681	6	23	3	317	9	7	7	
3682	6	6	4	10	20	23	6	
3683	6	11	4	9	11	18	7	
3684	6	4	355	18	24	5	14	
3685	6	4	12	16	20	12	7	
3686	9	65	5	26	9	13	6	
3688	6	29	12	26	9	8	7	
3689	100	46	7	10	20	3	7	
3690	10	11	4	399	7	8	2	
3691	6	29	12	1	9	8	2	
3692	52	473	356	324	304	284	145	
3693	76	43	50	37	17	1	25	
3694	335	474	57	399	7	8	2	
3695	9	19	5	18	11	122	14	
3696	8	11	4	8	7	8	2	
3697	66	11	4	8	298	78	2	
3698	10	7	57	1	8	8	2	
3699	13	475	49	13	17	64	268	
3700	18	22	357	400	5	16	4	
3701	336	11	4	10	7	8	6	
3703	15	15	10	15	305	11	11	
3704	10	11	4	8	306	8	2	
3705	36	24	9	13	17	299	25	
3706	53	40	47	13	17	11	29	
3707	6	19	15	16	9	5	44	
3708	232	459	4	39	8	27	2	
3709	56	11	4	299	8	78	2	
3710	232	68	347	223	8	8	6	
3711	85	88	78	29	59	300	62	
3712	6	65	32	401	9	8	2	
3713	85	88	78	29	59	301	62	
3714	6	4	14	402	24	8	14	
3716	64	23	358	91	307	8	2	
3717	6	4	4	16	308	8	6	
3718	9	8	5	1	309	8	7	
3719	53	40	47	13	36	214	166	
